name,avg_total_playtime
HOST,0.0
Stargazer program,0.0
Tomb Towers,0.0
Death Mark Vol.1 -,0.0
OniBushi VR,0.0
Six Second Slam,0.0
The Other Side Of The Screen,0.0
Corpse Mob,0.0
MinigolfPark VR,0.0
Metis One,0.0
.  / Game of the forgotten Gods. Wake up,0.0
Trivia Vault: Hockey Trivia,0.0
NEKO-NIN exHeart 2,0.0
Super Weekend Mode,0.0
War Of The Zombie,0.0
Wasteland Rampage,0.0
Laws of Machine,0.0
Dumb As Wizards,0.0
Turbo Soccer VR,0.0
The Stroke of Midnight,0.0
My Golf,0.0
The Stillness of the Wind,0.0
aMAZE Frozen,0.0
Howlville: The Dark Past,0.0
Blonde Driver,0.0
Hit The Hive,0.0
Light Borrower,0.0
Burst Into,0.0
LEGO DC Super-Villains,0.0
AIdol,0.0
Craft and Dungeon,0.0
Morning Never Comes,0.0
bomber-un,0.0
Nicky - The Home Alone Golf Ball,0.0
Kitten Life Simulator,0.0
Project Myriad,0.0
Fun Hospital,0.0
Firebird - Steam version,0.0
Viki Spotter: Shopping,0.0
Katie,0.0
CryoFall,0.0
Alice In VR,0.0
Skat Stammtisch,0.0
No Time to Relax,0.0
The Nature,0.0
Robots Attack On Vapeland,0.0
Synthrally,0.0
Baby's on fire: 99 virgins,0.0
Russian World,0.0
Platform Challenge,0.0
Zombie Apocalypse Survivor,0.0
Vadine: Bite-Man,0.0
Nogalious,0.0
Drowning,0.0
MazeBot,0.0
Achievement Lurker: You are going to have to work hard for these nuts,0.0
The Blobs Fight,0.0
Bounty Hunter: Ocean Diver,0.0
Finger Jets,0.0
Holy Potatoes! A Spy Story?!,0.0
Storm of Jigsaw Puzzles,0.0
Existential Kitty Cat RPG,0.0
The Eerie Inn,0.0
Poker Simulator,0.0
Death Game+,0.0
Jets'n'Guns 2,0.0
Infinite Vector,0.0
Doodle Date,0.0
Black Jack Story,0.0
The Cabinets of Doctor Arcana,0.0
OS:Path,0.0
Brother Perro,0.0
Space Pilgrim Academy: Year 2,0.0
Conveyor VR,0.0
Pixel Beef Battle,0.0
Doors Quest Demo,0.0
Maxi Pool Masters VR,0.0
KeyBoard Guitar Master,0.0
Hovercraft Drive,0.0
Kolb Antarctica Experience,0.0
VOICEACTRESS,0.0
Draw Near,0.0
Another Brick in Space,0.0
Jurassic City Walk,0.0
SRC: Sprint Robot Championship,0.0
Norilsk,0.0
VRQ Test,0.0
Chronus Arc,0.0
-HAPPY END-  / Monobeno-HAPPY END- Deluxe,0.0
SPACE HUNT,0.0
Hero Go,0.0
Piano Play 3D,0.0
Electronic Piano,0.0
EMMA The Story,0.0
Circles of hell,0.0
Zombie Derby,0.0
Geeste,0.0
Bane of Asphodel,0.0
Croc's World Construction Kit,0.0
Infinite Survival,0.0
Out of the Park Baseball 20,0.0
Questery,0.0
Google Spotlight Stories: Back to the Moon,0.0
Reignman,0.0
ICED VR,0.0
Season Up,0.0
Alchemy of Castle,0.0
AeroChopper,0.0
VR GAME-Brick of War,0.0
Art of Murder - Hunt for the Puppeteer,0.0
Tetripank,0.0
Corrupted,0.0
Royal Adventure,0.0
Darts and Friends,0.0
Stonetowers,0.0
The 7th Circle,0.0
Apocalypse Rider,0.0
Zombie Forest 2,0.0
Hypertrain,0.0
Hiveswap Friendsim,0.0
Arrowborn,0.0
The Steadfast VR Challenge,0.0
Supaplex,0.0
Hungry Fish Evolution,0.0
Spaceship Commander,0.0
catAnod,0.0
Citrouille,0.0
Fantasyland,0.0
Star Valor,0.0
HexLab,0.0
En Tactico,0.0
Corral,0.0
Vera Swings,0.0
Rabbit: Jigsaw Puzzles,0.0
The Platformer Gun,0.0
Sci-fi Chess,0.0
Dust n Wheels,0.0
Grave Prosperity - part 1,0.0
Naughty study for exams with a ghost,0.0
Cubesc,0.0
City Bus Simulator 2018,0.0
Couch Party Game Night,0.0
Speed Car Fighter,0.0
Extreme Formula Championship,0.0
Mountain Racing,0.0
NeoSticks,0.0
Meme Machine,0.0
Vertigo FPS,0.0
Dave,0.0
Stonewall Penitentiary,0.0
Cross Country Skiing VR,0.0
Slamdunk VR,0.0
SixGenerals |,0.0
Goblin Walker,0.0
AI Escort,0.0
Dungeon Adventure,0.0
Blacksmith: Dark Times,0.0
Glare1more,0.0
#CuteSnake 2,0.0
Clicker Planet,0.0
Fishing Sim World,0.0
The Hardest Dungeon,0.0
Cube Zone,0.0
Kingmaker: Rise to the Throne,0.0
RollingBall: Unlimited World,0.0
NAMELESS,0.0
Roarr! The Adventures of Rampage Rex,0.0
Zima uhodi!,0.0
Circle Empires,0.0
Crucible Falls: Together Forever,0.0
Robot Wants It All,0.0
Bishi and the Alien Slime Invasion!,0.0
!,0.0
America's Retribution,0.0
Last Stanza,0.0
La-Mulana 2,0.0
Naturallandscape - Grand Canyon (-),0.0
Neon Force Pushers,0.0
Deadly Stigma,0.0
Horror Fish Simulator,0.0
Dodge Show,0.0
Ancient Rush 2,0.0
Techwars Deathmatch,0.0
All You Can Feed: Sushi Bar,0.0
Dust and Salt: The Battle for Murk,0.0
Circle UP,0.0
Intelligence: Dinosaurs,0.0
City Sweeper - Clean it Fast!,0.0
Alice - Behind the Mirror,0.0
Tactics Maiden Remastered,0.0
HyperFighter Boost Mode ON,0.0
Cyber Fight,0.0
Above the Fold,0.0
Transpose,0.0
BARRAGE /,0.0
Time Tenshi Paradox: Episode 2,0.0
Hard Way To Heaven,0.0
Heavy Blade,0.0
Dynamite Bunny: Catch The Carrot,0.0
Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties,0.0
Humble Pie,0.0
The God,0.0
Heartbreak High: A Break-Up Simulator,0.0
Basketball Hero VR,0.0
Beginner'sGame,0.0
MonsterxMan: Inheritence To Lust,0.0
Heaven Will Be Mine,0.0
Etherian,0.0
Mage Fort,0.0
~ Blacktea With Moon,0.0
Viking Brothers 2,0.0
Viking Brothers 3,0.0
Viking Brothers 4,0.0
Jigsaw 360,0.0
HomestarVR,0.0
Doctor Flow,0.0
Sorcery Saga: Curse of the Great Curry God,0.0
Art of Murder - Cards of Destiny,0.0
Dr. Pills,0.0
Tiny Tanks,0.0
Art of Murder - The Secret Files,0.0
Art of Murder - Deadly Secrets,0.0
Redneck Kentucky and the Next Generation Chickens,0.0
Chronicles of Mystery - The Tree of Life,0.0
Chronicles of Mystery - The Legend of the Sacred Treasure,0.0
Chronicles of Mystery - Secret of the Lost Kingdom,0.0
Slamoids!,0.0
TANGLEWOOD,0.0
NetHack: Legacy,0.0
Doodle God: Genesis Secrets,0.0
Shopkeeper Simulator VR,0.0
Roller Coaster Apocalypse VR,0.0
Tharn,0.0
Lost Borderline,0.0
Blind Mind,0.0
Telophase,0.0
Crimson Shift,0.0
DeoVR Video Player,0.0
Fated Kingdom,0.0
Flying Aces - Navy Pilot Simulator,0.0
MineSweep,0.0
Leder Panzer,0.0
Dark Ghost RPG,0.0
Bouncy Butter Ball,0.0
Operation Thunderstorm,0.0
The Royal Marines Commando,0.0
Mary Skelter: Nightmares,0.0
Tactical Mind,0.0
Coin-Op Kingdom,0.0
Around the World in 80 Days,0.0
Red Riding Hood - Star Crossed Lovers,0.0
Photonic Distress,0.0
Bitcoin Trader,0.0
Abnormal world: season one,0.0
Alone,0.0
Mobile Forces,0.0
Mad Carnage,0.0
Double Cross,0.0
The Hero Project: Open Season,0.0
Point,0.0
HyperParasite,0.0
Falling Slime,0.0
Trail Breaking,0.0
MechCorp,0.0
Endersite,0.0
Food From The Sky,0.0
Warlords Awakening,0.0
May,0.0
Merry Glade,0.0
Longboard Stunts and Tricks,0.0
The Great Race,0.0
Theorem,0.0
Find & Destroy: Tank Strategy,0.0
City Escaper,0.0
My Super Tower 3,0.0
Unleashed,0.0
Azada: Ancient Magic,0.0
Mystery Tales: Alaskan Wild Collector's Edition,0.0
Grim Tales: The Stone Queen Collector's Edition,0.0
The Devil's Garden,0.0
Warzone VR,0.0
Secret of Harrow Manor,0.0
Cereal Soup,0.0
Little Marisa's Disaster Journey,0.0
Eon Fleet,0.0
Endhall,0.0
Real Winners: Victoryball,0.0
Mad Frost,0.0
Fasaria World: Ancients of Moons,0.0
Galaxy Ball Defender,0.0
Snowball Saves Summer,0.0
Paradox of the Cryptomancers,0.0
SpedV,0.0
The Land of the Seazogs,0.0
Mr. Sweet,0.0
Penny Black,0.0
(Legendary Heros in the Three Kingdoms),0.0
Russian AYE Horror,0.0
Cartonfall,0.0
Legendary Eleven: Epic Football,0.0
Signal Simulator,0.0
SOK MIN,0.0
Melordandek,0.0
The story of Gods,0.0
Krampus is Home,0.0
Flurius,0.0
7'scarlet,0.0
Psycho Squirrels,0.0
DAOKER:A BANISHED TIGER,0.0
The Legend of Evil,0.0
Bomight,0.0
Electroquest: Resistance is Futile,0.0
Shrinking Pains,0.0
What Are You Stupid,0.0
Hamster Daily,0.0
Bomb Labyrinth,0.0
Survisland /,0.0
Alice's Adventures - Hidden Object. Wimmelbild,0.0
The Front of Greed,0.0
Planum,0.0
Drift 4000,0.0
Match Connect Challenge,0.0
9 Balls,0.0
Silverworld,0.0
The Technician,0.0
Garden Paws,0.0
Gun Rage,0.0
Good Doggo,0.0
Battleground Shooting Training,0.0
Magic Scroll Tactics /  /  /,0.0
Pi is Everything,0.0
Battle Royale: Survivors :,0.0
Delivery man simulator,0.0
On Board 4 PC,0.0
INSECT HAZARD,0.0
Chicken ~Boiled Egg~,0.0
Mosaic: Game of Gods II,0.0
Fitness Simulator,0.0
Pendula Swing Episode 1 - Tired and Retired,0.0
Supralympic Runners,0.0
Walls in Dead,0.0
Quible Sphere,0.0
Mushroom Heroes,0.0
Planetary Dustoff,0.0
Good Boy!,0.0
Dictator's dreams,0.0
Virtual Foosball,0.0
ANOIX,0.0
Fortune-499,0.0
Geometry Boxer,0.0
Setup Developer Tool 2018,0.0
Qvabllock,0.0
Trivia Vault: Tennis Trivia,0.0
Sword Art Online: Lost Song,0.0
The Sandbox of God: Remastered Edition,0.0
Outlaws of the Old West,0.0
Data Ball,0.0
I Pay No Rent,0.0
"Save her, from dreams",0.0
Asimov Laws,0.0
Bing Bong XL,0.0
Exoder,0.0
Jack and Sara: Educational game,0.0
Knockdown the Ball,0.0
Fairy Escape,0.0
Wheelchair Simulator VR,0.0
Intelligence,0.0
WW Fantasy,0.0
Final Match,0.0
Trap,0.0
Together,0.0
Whitevale Defender,0.0
Fightttris VR,0.0
Stickman.io,0.0
Need for Synthol,0.0
ShellBlast: Legacy Edition,0.0
The Great C,0.0
Sheep Game,0.0
BlindMaze,0.0
Boat Adventure,0.0
Aura of Worlds,0.0
The Treehouse Man,0.0
Hazmat Hijinks,0.0
Siralim 3,0.0
Adventures in the Light & Dark,0.0
Super Heroes: Men in VR beta,0.0
Semi-Sweet Tofu,0.0
Escape From Cozy Island,0.0
#Have A Sticker,0.0
Guardian of Immortal Mountain(),0.0
Play Top Frag,0.0
Avalon Legends Solitaire 3,0.0
Der Milchbauer,0.0
Not So Middle Ages,0.0
FantasyDynasty: Le chteau DERETIC,0.0
Arca's Path VR,0.0
Sunny Smiles,0.0
Kitten'd,0.0
Wild West Saga: Idle Tycoon Clicker,0.0
Hyperspace Dogfights,0.0
Formula X,0.0
ArcBall 2,0.0
Zimbo,0.0
Cranes,0.0
Kickshot,0.0
Survival Maze,0.0
Neon Void Runner,0.0
Police Patrol,0.0
War Hunter,0.0
Knight Fighter,0.0
Funny Yo,0.0
Deadly Tropics,0.0
Galaxy Champions TV,0.0
Highscore Processing Unit,0.0
Deadfall Tropics,0.0
NavalArt,0.0
Mrchen Forest: Mylne and the Forest Gift,0.0
Newt One,0.0
Lords of Strife,0.0
The MISSING: J.J. Macfield and the Island of Memories,0.0
Taco Gun,0.0
"Orb Labs, Inc.",0.0
RECOG The First Wave,0.0
North Stars,0.0
VR Hero Sentry,0.0
Joyo Kanji Quiz,0.0
The Lift,0.0
ILLUSION,0.0
Z: Escape,0.0
You're Fired,0.0
The Last DeadEnd,0.0
The Bard's Tale Trilogy,0.0
Flapping Over It,0.0
Rift Keeper,0.0
Gravity Well,0.0
Distant castle,0.0
Supermarket VR and mini-games,0.0
Righty Tighty XL,0.0
Pivot XL,0.0
Colony Prospector,0.0
The Last Front,0.0
ROGALIK,0.0
DotLine,0.0
GhostGame,0.0
Forest Below,0.0
WEscape,0.0
Sophont,0.0
Rogue Agent,0.0
El Taco Diablo,0.0
Dissimilated Land,0.0
Infected Battlegrounds,0.0
HellStar Squadron,0.0
Kemonomichi-White Moment-,0.0
City Builder,0.0
"HUMAN LIVE-HOW LONG CAN HUMAN BEINGS EXIST?Survive the end of the earth, challenge disaster save the world",0.0
TheShooterGame,0.0
Space Orb,0.0
When They Arrived,0.0
Card Games Mega Collection,0.0
WIN THE GAME: DO IT!,0.0
Demon's Rise - War for the Deep,0.0
Hungry Piggy vs Chicken,0.0
Cyadonia,0.0
Vortex Rush,0.0
Bullet Hell ADVANCED,0.0
Codename Ghost Hunt,0.0
RUSH,0.0
Desert Child,0.0
Trials of The Illuminati: Snack Time Jigsaw Puzzles,0.0
Future Proof,0.0
Trivia Vault: Soccer Trivia,0.0
Chocolate makes you happy 5,0.0
Slab,0.0
Titty Crush,0.0
GameMaster: MAGUS,0.0
Sniper Squad Mission,0.0
Demolition Engineer,0.0
Curling World Cup,0.0
The Goatman,0.0
Obscurity,0.0
Demon's Rise - Lords of Chaos,0.0
The Indie Game Legend 3D,0.0
Rhombus Legends,0.0
Jungle Juggle,0.0
Hypnospace Outlaw,0.0
Hentai PuZZles,0.0
Odyssee,0.0
Heart of the Woods,0.0
The Armclaw Experiment,0.0
Space man adventure dash,0.0
Ocean Wonder VR,0.0
Director of Football,0.0
Fortissimo FA,0.0
Eternal Fantasy,0.0
Cowboy : Attack of Wild Animal,0.0
Drone Striker,0.0
AegisM,0.0
Simple Golfing,0.0
Neuro,0.0
Snakelike,0.0
Vietnam War PuZZles,0.0
Block Smashers VR,0.0
Hexaluga  Weapon and Shield,0.0
Sim Racing Telemetry,0.0
Fish Tycoon 2: Virtual Aquarium,0.0
Mirror Drop,0.0
Destructions,0.0
Color Path,0.0
Instinct,0.0
Ride To Canada,0.0
Club Dance Party VR,0.0
DJ Mix Pads,0.0
World Of Walking Cities,0.0
Make Route,0.0
Kinaman vs Gray Elephant,0.0
RESEQUENCED,0.0
Guilty Summer Kiss,0.0
DiyMachinery,0.0
Hard Work,0.0
Imperialism: The Dark Continent,0.0
Super Punchman,0.0
God is a Cube: Programming Robot Cubes,0.0
Waking Violet,0.0
Disdoored,0.0
Meteor Shower,0.0
"Rats, Bats, and Bones",0.0
Mushroom: The Ruckus,0.0
Russian Prison Sport: OCHKO,0.0
Don't Play With Dolls,0.0
Lighter Than AR,0.0
Laser Maze,0.0
Gem Rush,0.0
BlackFaith,0.0
Awake: Episode One,0.0
Brickfest,0.0
Furries & Scalies & Bears OH MY!,0.0
Trivia Vault: Movie Trivia,0.0
Visceral Cubes,0.0
YOMOTSU,0.0
Silent Depth 3D Submarine Simulation,0.0
Where Thoughts Go,0.0
The friends of Ringo Ishikawa,0.0
Hello Pollution!,0.0
Guardians Of The Past,0.0
Plane War,0.0
Bastard,0.0
Sea Explorer,0.0
Catsapults,0.0
Space Googy,0.0
Devious,0.0
Forests of Augusta,0.0
Obliteracy,0.0
OboStar,0.0
BATTLE ZOMBIE SHOOTER: SURVIVAL OF THE DEAD,0.0
ATTACK OF THE KILLER FURRIES,0.0
Dragon Defense,0.0
LifeGameSimulator,0.0
Saint Slaughter X Days,0.0
Lost Lands: Ice Spell,0.0
The Legacy: Prisoner,0.0
De'Vine: World of Shadows,0.0
JumpStream,0.0
TEVA,0.0
Diner Bros,0.0
Tell Me Everything,0.0
The Chronicles of Quiver Dick,0.0
(  ),0.0
Turn-Based Champion,0.0
Zombie Commander,0.0
Community College Hero: Knowledge is Power,0.0
Doomsday on Demand 2,0.0
Doomsday on Demand,0.0
Super Lucky's Tale,0.0
Barrel Boot Camp,0.0
Solenars Edge Heroes,0.0
Trapped,0.0
Star Speeder,0.0
HyperBowl,0.0
How About Spikes,0.0
Truth: Disorder II,0.0
Rapid,0.0
Commanager Tycoon,0.0
Virtual Reality Experiment Framework,0.0
Story: Heaven & Hell (Complete Edition),0.0
Indentured Servant,0.0
Toybit Quest,0.0
Die In The Dark,0.0
Monster Truck Drive,0.0
/YYNote,0.0
DeathTolls Experience,0.0
Suki's Spooky Romance,0.0
Yakuza Kiss,0.0
Find your way,0.0
BATTER BURST,0.0
Maze Madness,0.0
Fury Fighter VR,0.0
Azuran Tales: Trials,0.0
Let's Go Nuts!,0.0
Super GTR Racing,0.0
Sky Conqueror,0.0
Viki Spotter: Space Mission,0.0
Bitcoin Trading Master: Simulator,0.0
Detached: Non-VR Edition,0.0
Sniper Strike: Special Ops,0.0
Super Destronaut DX,0.0
Arctic Cave,0.0
Welcome Back To 2007 2,0.0
Adult Toy Store,0.0
Dinosaur Hunter,0.0
SVOBODA,0.0
Torture Chamber,0.0
Cool Headed,0.0
You Green Elephant,0.0
Cool Dragon,0.0
Toki Time Trial,0.0
Defendion,0.0
Z.W!,0.0
The Boy Who Typed Wolf,0.0
Lazergoat: Invasion,0.0
Space Drop,0.0
Krystal the Adventurer,0.0
Star Tower,0.0
Bug Splatt,0.0
Afelhem,0.0
Rising Dusk,0.0
Gotcha Racing 2nd,0.0
Open The Door,0.0
Black Home 2,0.0
Soccer Nations Battle,0.0
Tank Rush,0.0
Realistic Illusion,0.0
Wrecking Towers,0.0
Valerian Tales,0.0
Professor Madhouse,0.0
Rheum,0.0
Depth Siege Atlantis,0.0
The Road to Canterbury,0.0
Sandbox Showdown,0.0
Trivia Vault: Celebrity Trivia,0.0
Wolf Balls,0.0
Oval,0.0
TimeTekker,0.0
Ghost Mountain Roller Coaster,0.0
Firmament Wars,0.0
Mermaid Mission: Titanic,0.0
Imperi II,0.0
The Risen Dead VR,0.0
Virtual Pirate VR,0.0
Space Hodsola,0.0
Labor,0.0
Dungeon Quest,0.0
Freefall Tournament,0.0
Forgotten Realm RPG,0.0
Color by Numbers - Dinosaurs,0.0
Noel The Mortal Fate S1-7,0.0
PuzzGun,0.0
Achievement Idler: Red,0.0
Anima: Gate of Memories - The Nameless Chronicles,0.0
Number Guesser,0.0
Women's Soccer Manager,0.0
Dark Matter,0.0
Kaleido Chaos,0.0
Cursed Town,0.0
best game eu,0.0
Deep Voyage,0.0
Slum Ball VR Tournament,0.0
World of Virtual Reality VR,0.0
Starting The Game,0.0
Crying is not Enough: Remastered,0.0
Skip's Sanity,0.0
The Princess Adventure,0.0
Battle Royale Bootcamp,0.0
Kara's Darkness Chapter One,0.0
1,0.0
Adventure in Kana Village,0.0
Vegetaball,0.0
Hypersonic Speed Girl /,0.0
MODERN ROAD-LIKE,0.0
Space Colonizers,0.0
Helicopter Flight Simulator,0.0
Jurassic Safari Hunt,0.0
Achievement Machine,0.0
Airplane Sky Voyage,0.0
Darkest Mana : Master of the Table,0.0
Paper Dolls VR,0.0
Survival: Last Day,0.0
Idle Racing GO: Clicker Tycoon,0.0
Blood Harvest 3,0.0
Omae Wa Mou Shindeiru,0.0
Free the Animation,0.0
Sleeping Dawn VR,0.0
Fesnia,0.0
SlimeGear,0.0
Let's Play with Nanai!,0.0
EXAELLA,0.0
The Amazing Adventures of Lady Fanny Featherstone,0.0
Trivia Vault: TV Trivia,0.0
Mini-Dead,0.0
Zombie Hotel,0.0
Planet Unknown Runner,0.0
Marble Race,0.0
Trivia Vault: Art Trivia,0.0
Sandmade,0.0
Number Hunt,0.0
AstronTycoon,0.0
Boxes Inc.,0.0
Strangers of the Power 2,0.0
RA,0.0
Nova Wing III,0.0
Dirt Bike Insanity,0.0
Ball Grabbers,0.0
Sky Dodge,0.0
Hell in Paradise,0.0
Froggy BOI,0.0
Gardener the Ripper,0.0
RetroMaze,0.0
Jack the Barbarian,0.0
Bunker Rush,0.0
10 seconds,0.0
Danger Room VR,0.0
Omega Commando,0.0
HOLONGLIDE,0.0
King Rabbit,0.0
SwordBounce,0.0
The Stray Cat,0.0
WorldQuest,0.0
Atex Brawl,0.0
A Tale of Pirates: a Dummy Mutiny,0.0
Alone In The Forest VR,0.0
Keiko Everlasting,0.0
Linear Chicken,0.0
Voxel Tanks,0.0
Away From Earth: Mars,0.0
Paper Shakespeare: Stick Merchant of Venice,0.0
D.F.R.: The Light VR,0.0
The Adventure of Magical Girl,0.0
Airbo,0.0
Towards a perilous journey,0.0
Ficterra,0.0
Space Captain McCallery - Episode 1: Crash Landing,0.0
sweet pool,0.0
Bad Bots Rise,0.0
Generic Jumper,0.0
Venal Soul (Chapter One),0.0
DEEP SPACE | Space-Platformer,0.0
Viki Spotter: Sports,0.0
Iron Ground,0.0
Adeptus Titanicus: Dominus,0.0
Shred! 2 - Freeride Mountainbiking,0.0
Gopnik Simulator,0.0
Doors & Rooms,0.0
The Light Keeps Us Safe,0.0
: A Compendium of Ghosts,0.0
Ants! Mission of the salvation,0.0
Claw Breaker,0.0
The Pizza Delivery Boy Who Saved the World,0.0
Mr. Maze,0.0
YAPP2: Yet Another Pushing Puzzler,0.0
Pestis,0.0
Slippingcers,0.0
Quarantine Circular,0.0
Equilinox,0.0
Lost,0.0
Goroons,0.0
"The Outlaw, The Drunk, & The Whore",0.0
Stickman in the Portal,0.0
Space Armor 2,0.0
Maximum Action,0.0
BlubBlub: Quest of the Blob,0.0
Great Mountain Experience,0.0
LOGistICAL: Caribbean,0.0
aMAZE Classic,0.0
SHARK,0.0
Moonfall Ultimate,0.0
Splash,0.0
Ancient Journey VR,0.0
Bob The Cube,0.0
Subterraneus,0.0
Snail Racer EXTREME,0.0
Dino Dawn,0.0
Russian Gangsta In HELL,0.0
FPV Freerider,0.0
Rise of Crustaceans,0.0
Lost in Spice,0.0
Doors Push or Pull,0.0
EXCHANGE,0.0
Arlo The Rabbit,0.0
Warlock: Tower Defence,0.0
Scary Maze,0.0
Digit Daze,0.0
Pamali: Indonesian Folklore Horror,0.0
Indian Mutiny: Little Sepoy,0.0
HEROES TRIALS,0.0
DeepLands,0.0
RollerCoaster Legends II: Thor's Hammer,0.0
President Pig,0.0
WTF,0.0
Simple Sailing,0.0
Washed Up!,0.0
Cows VS Vikings,0.0
Perseverance: Part 1,0.0
International Basketball Manager,0.0
Not Without You,0.0
270 | Two Seventy US Election,0.0
Balloon Strike,0.0
Thunderbolt 2,0.0
Stop! Dictator Kim Jong-un,0.0
VTree Beach Volleyball,0.0
The Subject,0.0
18 Floors,0.0
Digital Dungeon,0.0
Fury Race,0.0
VOiD,0.0
New Ice York,0.0
Ahlman Arcade 2018,0.0
Asteroid Deathmatch,0.0
Zeliria Sanctuary,0.0
My Brother Rabbit,0.0
TRIGGER,0.0
Trippy Jump,0.0
Plants,0.0
Sweet Treats,0.0
Trek: Travel Around the World,0.0
Space Elite Force,0.0
Superfighters Deluxe,0.0
Vixens From Outer Space,0.0
TD Ultimate (Restocked),0.0
National Machine,0.0
Chameleon Man,0.0
-Butterfly dream shadow,0.0
Mind Labyrinth VR Dreams,0.0
Little Comet,0.0
Antisnake,0.0
Next 4,0.0
Dark SASI,0.0
STAR BARON  VR BEAST COMBAT GAME,0.0
Exo TD,0.0
Metori,0.0
DON'T DIE!,0.0
Total Singu,0.0
100 Chests,0.0
Draid,0.0
Disc Golf VR,0.0
Seul (Alone): The entre,0.0
The Road Trip,0.0
15 seconds,0.0
One-Way Ticket  /,0.0
Cartoonway : Mini Cars,0.0
Apex Hunters,0.0
Stalker Crab Simulator,0.0
Longest Monday: Unveiling,0.0
Glow Ball - Not A Billiard Puzzle Game,0.0
Pinball 2018,0.0
Cube - The Jumper,0.0
A Story of a Band,0.0
Falling words,0.0
DeFaster,0.0
Click.O.Fast,0.0
Super Dangerous Dungeons,0.0
Stabby Machine,0.0
Black Roses,0.0
Boo Boo Bananas,0.0
Fur the Game,0.0
Beacon,0.0
V / V-Katsu,0.0
Pylon Racer,0.0
Present for Manager,0.0
ARENA 8,0.0
Metanoia,0.0
Gachi Gang,0.0
Hokan: Monster Slayer,0.0
Export Simulator,0.0
Fighting Fantasy Classics,0.0
7-in-1 Brain Sharpness Bundle,0.0
HUBE: Seeker of Achievements,0.0
Putinoids VS Navalnyats -,0.0
Casual Penalty,0.0
Escape from the Princess,0.0
SPACE BLASTER 8 BIT,0.0
Evolution,0.0
"Snake, snake, snake!",0.0
Light Cube,0.0
The Cooking Game VR,0.0
The Prison Experiment: Battle Royale,0.0
Korvux - Chapter 1,0.0
SRPG Studio,0.0
Trainiac,0.0
The Entity,0.0
Red Spider3: A Heroine Never Dies,0.0
Just Beat Em Up : World of Fury,0.0
ISLAND,0.0
kashicforce,0.0
NEKOKORO,0.0
Seirei,0.0
BLACK BIRD,0.0
Knife Flipping,0.0
Degrees,0.0
World of Feudal,0.0
Fight the Horror,0.0
Catan VR,0.0
Lagoon Lounge : The Poisonous Fountain,0.0
ZombieHunterZ,0.0
Fallen Bird,0.0
Ludicrous Speed,0.0
The Risers,0.0
Gravitycers,0.0
Rocketcers,0.0
Colorcers,0.0
Jamping,0.0
Dwarf Defense,0.0
Planetary Settlers,0.0
RuneTech,0.0
Huge Enemy - Worldbreakers,0.0
Incredible Mandy,0.0
EnchantedGirl -,0.0
Sudoku Jigsaw /,0.0
The Rose of Segunda,0.0
Spoorky,0.0
Grimshade,0.0
The Last Train,0.0
Adventures of Mike,0.0
Nova Drift,0.0
Tainted Fate,0.0
Itsy Blitzy,0.0
The Initiate 2: The First Interviews,0.0
Mad Dagger 2,0.0
Expedia Cenote VR,0.0
Black Bart,0.0
Trivia Vault: Business Trivia,0.0
Ninja Midori,0.0
Sanctus Mortem,0.0
Last Tide,0.0
Black Paradox,0.0
Scalak,0.0
Rent-a-Vice,0.0
Echoes of the Fey: The Last Sacrament,0.0
The Epic Bang Theory,0.0
Tabletop Gods,0.0
Queen of Seas 2,0.0
Fragile Fighter,0.0
Flowers -Le volume sur ete-,0.0
Rabbit and the moon,0.0
Sumo,0.0
RaKoval~Nya: Escape Edition,0.0
Turbo Tunnel,0.0
5/Fantasia Sango 5,0.0
Survival,0.0
Monster Castle,0.0
- Chaos Of East,0.0
Sweeper Zero,0.0
Falsemen: Demon Rebirth,0.0
Seeking Dawn,0.0
Aces of the Luftwaffe - Squadron,0.0
in My MIND.,0.0
What's My Gender?,0.0
Deflection Dimension,0.0
Mars or Die!,0.0
Small person,0.0
Block Competition,0.0
Vive le Roi 2,0.0
Escape the Grid VR,0.0
S.T.R.E.T.C.H.,0.0
Along Together,0.0
Discs of Steel Party,0.0
Deep Space Waifu: FANTASY,0.0
USA 2020,0.0
Cubelz,0.0
Don't Notice Me,0.0
TripTrip,0.0
VikingJourney,0.0
Frqncy,0.0
Owen to have fun!,0.0
Double Head Shark Attack,0.0
The Enthralling Realms,0.0
Geocells Tricells,0.0
Math Classroom Challenge,0.0
Eggs 1942,0.0
Common Hanzi Quiz - Simplified Chinese,0.0
BULLETLINE,0.0
lilGunBois,0.0
Erotic Jigsaw Challenge Vol. 1,0.0
Save The Villy,0.0
Vietcong,0.0
Super B-Dino's adventures,0.0
Contact Draw: Football,0.0
Aerospace Forces,0.0
Strike Force Remastered,0.0
Requiem,0.0
Forgotten Adventure,0.0
Apartment 3301,0.0
Mutation Mayhem,0.0
Trivia Vault: Toy Trivia,0.0
Trivia Vault: Fashion Trivia,0.0
Math Problem Challenge,0.0
Math Speed Challenge,0.0
Unexpected Journey,0.0
Burgerwise the Clown,0.0
Goat Life,0.0
Module TD. Sci-Fi Tower Defense,0.0
Fernz Gate,0.0
Revenant Dogma,0.0
SpellFront,0.0
Abstract Golfing,0.0
Babycar Driver,0.0
Secrets of the Past: Dion,0.0
Music Producer,0.0
Wrestlers Without Boundaries,0.0
